,address1,address2,address3,address,long,lat
1202,2070 SOUTHGATE BLVD,HOUSTON,77030,"2070 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4073313,29.7096883
1203,2228 SWIFT BLVD,HOUSTON,77030,"2228 SWIFT BLVD, HOUSTON, TX 77030",-95.4112384,29.712845
1204,2227 UNIVERSITY BLVD,HOUSTON,77030,"2227 UNIVERSITY BLVD, HOUSTON, TX 77030",-95.41091109999999,29.7145727
1205,2424 SHERIDAN ST,HOUSTON,77030,"2424 SHERIDAN ST, HOUSTON, TX 77030",-95.415808,29.707346
1206,2425 SWIFT BLVD,HOUSTON,77030,"2425 SWIFT BLVD, HOUSTON, TX 77030",-95.41623009999999,29.7123706
1207,2348 GOLDSMITH ST,HOUSTON,77030,"2348 GOLDSMITH ST, HOUSTON, TX 77030",-95.41467519999999,29.7104491
1208,2159 SWIFT BLVD,HOUSTON,77030,"2159 SWIFT BLVD, HOUSTON, TX 77030",-95.4096837,29.7123219
1209,2134 MCCLENDON ST,HOUSTON,77030,"2134 MCCLENDON ST, HOUSTON, TX 77030",-95.4093564,29.708726
1210,2026 SOUTHGATE BLVD,HOUSTON,77030,"2026 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4056336,29.7095995
1211,1915 CANTERBURY ST,HOUSTON,77030,"1915 CANTERBURY ST, HOUSTON, TX 77030",-95.392365,29.702828
1212,2315 ADDISON RD,HOUSTON,77030,"2315 ADDISON RD, HOUSTON, TX 77030",-95.4133864,29.7116069
1213,2042 GOLDSMITH ST,HOUSTON,77030,"2042 GOLDSMITH ST, HOUSTON, TX 77030",-95.4068609,29.7104067
1214,1914 CANTERBURY ST,HOUSTON,77030,"1914 CANTERBURY ST, HOUSTON, TX 77030",-95.39278949999999,29.7024522
1215,2432 SHERIDAN ST,HOUSTON,77030,"2432 SHERIDAN ST, HOUSTON, TX 77030",-95.4161482,29.707276
1216,2522 GOLDSMITH ST,HOUSTON,77030,"2522 GOLDSMITH ST, HOUSTON, TX 77030",-95.4174985,29.7104241
1217,2422 SHERIDAN ST,HOUSTON,77030,"2422 SHERIDAN ST, HOUSTON, TX 77030",-95.41572099999999,29.707346
1218,2422 WORDSWORTH ST,HOUSTON,77030,"2422 WORDSWORTH ST, HOUSTON, TX 77030",-95.41602549999999,29.7089052
1219,2530 WATTS ST 4,HOUSTON,77030,"2530 WATTS ST 4, HOUSTON, TX 77030",-95.418095,29.7110995
1220,2215 SWIFT BLVD,HOUSTON,77030,"2215 SWIFT BLVD, HOUSTON, TX 77030",-95.4107884,29.7124122
1221,2310 SHAKESPEARE ST,HOUSTON,77030,"2310 SHAKESPEARE ST, HOUSTON, TX 77030",-95.41320230000001,29.7146145
1222,2438 SHERIDAN ST,HOUSTON,77030,"2438 SHERIDAN ST, HOUSTON, TX 77030",-95.41645799999999,29.707339
1223,2415 GLEN HAVEN BLVD,HOUSTON,77030,"2415 GLEN HAVEN BLVD, HOUSTON, TX 77030",-95.41543220000001,29.7014175
1224,2423 WATTS ST,HOUSTON,77030,"2423 WATTS ST, HOUSTON, TX 77030",-95.41590269999999,29.7107599
1225,2220 GOLDSMITH ST,HOUSTON,77030,"2220 GOLDSMITH ST, HOUSTON, TX 77030",-95.4108497,29.7104472
1226,2536 DRYDEN RD,HOUSTON,77030,"2536 DRYDEN RD, HOUSTON, TX 77030",-95.41815319999999,29.7136004
1227,2342 GOLDSMITH ST,HOUSTON,77030,"2342 GOLDSMITH ST, HOUSTON, TX 77030",-95.4145116,29.7104557
1228,2505 DORRINGTON BLVD C,HOUSTON,77030,"2505 DORRINGTON BLVD C, HOUSTON, TX 77030",-95.41706889999999,29.7051405
1229,2505 DORRINGTON BLVD B,HOUSTON,77030,"2505 DORRINGTON BLVD B, HOUSTON, TX 77030",-95.41706889999999,29.7051405
1230,2208 SHAKESPEARE ST,HOUSTON,77030,"2208 SHAKESPEARE ST, HOUSTON, TX 77030",-95.4102463,29.714002
1231,2514 GLEN HAVEN BLVD,HOUSTON,77030,"2514 GLEN HAVEN BLVD, HOUSTON, TX 77030",-95.41706889999999,29.7020726
1232,2057 DRYDEN RD,HOUSTON,77030,"2057 DRYDEN RD, HOUSTON, TX 77030",-95.4068609,29.7123016
1233,2417 GLEN HAVEN BLVD,HOUSTON,77030,"2417 GLEN HAVEN BLVD, HOUSTON, TX 77030",-95.4156163,29.7014325
1234,2320 MCCLENDON ST,HOUSTON,77030,"2320 MCCLENDON ST, HOUSTON, TX 77030",-95.41352959999999,29.7080596
1235,2131 SOUTHGATE BLVD,HOUSTON,77030,"2131 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4087223,29.7090902
1236,2327 MCCLENDON ST,HOUSTON,77030,"2327 MCCLENDON ST, HOUSTON, TX 77030",-95.4138569,29.7075951
1237,2514 WORDSWORTH ST,HOUSTON,77030,"2514 WORDSWORTH ST, HOUSTON, TX 77030",-95.41733479999999,29.7088968
1238,2328 BELLEFONTAINE ST,HOUSTON,77030,"2328 BELLEFONTAINE ST, HOUSTON, TX 77030",-95.41365239999999,29.7039039
1239,2335 SHAKESPEARE ST,HOUSTON,77030,"2335 SHAKESPEARE ST, HOUSTON, TX 77030",-95.41430700000001,29.7140281
1240,2438 GOLDSMITH ST,HOUSTON,77030,"2438 GOLDSMITH ST, HOUSTON, TX 77030",-95.41655740000002,29.7104625
1241,2143 GOLDSMITH ST,HOUSTON,77030,"2143 GOLDSMITH ST, HOUSTON, TX 77030",-95.4094587,29.7099625
1242,2229 SHERIDAN ST,HOUSTON,77030,"2229 SHERIDAN ST, HOUSTON, TX 77030",-95.4106309,29.7067771
1243,2327 DORRINGTON ST,HOUSTON,77030,"2327 DORRINGTON ST, HOUSTON, TX 77030",-95.4138978,29.7050669
1244,2027 UNIVERSITY BLVD,HOUSTON,77030,"2027 UNIVERSITY BLVD, HOUSTON, TX 77030",-95.40530629999999,29.7127258
1245,2030 SOUTHGATE BLVD,HOUSTON,77030,"2030 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4057768,29.70966139999999
1246,2311 ADDISON RD,HOUSTON,77030,"2311 ADDISON RD, HOUSTON, TX 77030",-95.41320230000001,29.71159189999999
1247,1017 SAINT AGNES ST,HOUSTON,77030,"1017 SAINT AGNES ST, HOUSTON, TX 77030",-95.4005406,29.6993171
1248,6704 GREENBRIAR DR,HOUSTON,77030,"6704 GREENBRIAR DR, HOUSTON, TX 77030",-95.41278489999999,29.70686959999999
1249,2107 SOUTHGATE BLVD,HOUSTON,77030,"2107 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.40788359999999,29.70905669999999
1250,1908 CANTERBURY ST,HOUSTON,77030,"1908 CANTERBURY ST, HOUSTON, TX 77030",-95.3932803,29.7026127
1251,2530 UNDERWOOD ST,HOUSTON,77030,"2530 UNDERWOOD ST, HOUSTON, TX 77030",-95.4179281,29.7000072
1252,2305 ADDISON RD,HOUSTON,77030,"2305 ADDISON RD, HOUSTON, TX 77030",-95.4130386,29.7115986
1253,2538 SWIFT BLVD,HOUSTON,77030,"2538 SWIFT BLVD, HOUSTON, TX 77030",-95.4181941,29.7127867
1254,2340 MCCLENDON ST,HOUSTON,77030,"2340 MCCLENDON ST, HOUSTON, TX 77030",-95.4142865,29.7080512
1255,2346 GRAMERCY ST,HOUSTON,77030,"2346 GRAMERCY ST, HOUSTON, TX 77030",-95.4145934,29.7046776
1256,2433 DORRINGTON BLVD A,HOUSTON,77030,"2433 DORRINGTON BLVD A, HOUSTON, TX 77030",-95.409786,29.7051669
1257,2345 GRAMERCY ST,HOUSTON,77030,"2345 GRAMERCY ST, HOUSTON, TX 77030",-95.4145934,29.70418129999999
1258,2403 GOLDSMITH ST,HOUSTON,77030,"2403 GOLDSMITH ST, HOUSTON, TX 77030",-95.41502299999999,29.7100063
1259,1921 LAUDERDALE ST,HOUSTON,77030,"1921 LAUDERDALE ST, HOUSTON, TX 77030",-95.39160340000001,29.7030418
1260,2435 WATTS ST,HOUSTON,77030,"2435 WATTS ST, HOUSTON, TX 77030",-95.41655740000002,29.7107783
1261,1980 WOODBURY ST,HOUSTON,77030,"1980 WOODBURY ST, HOUSTON, TX 77030",-95.3912776,29.70420799999999
1262,2438 SOUTHGATE BLVD,HOUSTON,77030,"2438 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.41659829999999,29.7096487
1263,1907 CANTERBURY ST,HOUSTON,77030,"1907 CANTERBURY ST, HOUSTON, TX 77030",-95.3928304,29.7029468
1264,2128 MCCLENDON ST,HOUSTON,77030,"2128 MCCLENDON ST, HOUSTON, TX 77030",-95.40913139999999,29.7087126
1265,1984 WOODBURY ST,HOUSTON,77030,"1984 WOODBURY ST, HOUSTON, TX 77030",-95.3912776,29.7042113
1266,2419 WATTS ST,HOUSTON,77030,"2419 WATTS ST, HOUSTON, TX 77030",-95.4156981,29.7107682
1267,7514 MAIN ST,HOUSTON,77030,"7514 MAIN ST, HOUSTON, TX 77030",-95.41103389999999,29.6992733
1268,2115 DRYDEN RD,HOUSTON,77030,"2115 DRYDEN RD, HOUSTON, TX 77030",-95.4076791,29.712584
1269,2417 DORRINGTON ST A,HOUSTON,77030,"2417 DORRINGTON ST A, HOUSTON, TX 77030",-95.41106339999999,29.7050946
1270,2301 DORRINGTON ST,HOUSTON,77030,"2301 DORRINGTON ST, HOUSTON, TX 77030",-95.4128341,29.7051103
1271,2502 WATTS ST,HOUSTON,77030,"2502 WATTS ST, HOUSTON, TX 77030",-95.41672109999999,29.7111325
1272,2221 SHERIDAN ST,HOUSTON,77030,"2221 SHERIDAN ST, HOUSTON, TX 77030",-95.41020499999999,29.706802
1273,2219 SHERIDAN ST,HOUSTON,77030,"2219 SHERIDAN ST, HOUSTON, TX 77030",-95.41011,29.706802
1274,2505 DORRINGTON BLVD E,HOUSTON,77030,"2505 DORRINGTON BLVD E, HOUSTON, TX 77030",-95.41706889999999,29.7051405
1275,2310 DORRINGTON ST,HOUSTON,77030,"2310 DORRINGTON ST, HOUSTON, TX 77030",-95.41309799999999,29.705565
1276,2403 SOUTHGATE BLVD,HOUSTON,77030,"2403 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4150435,29.7093062
1277,2532 SWIFT BLVD,HOUSTON,77030,"2532 SWIFT BLVD, HOUSTON, TX 77030",-95.4179486,29.7127967
1278,2261 SHAKESPEARE ST,HOUSTON,77030,"2261 SHAKESPEARE ST, HOUSTON, TX 77030",-95.4123022,29.71401969999999
1279,2052 ADDISON RD,HOUSTON,77030,"2052 ADDISON RD, HOUSTON, TX 77030",-95.40702449999999,29.7112122
1280,2234 SOUTHGATE BLVD,HOUSTON,77030,"2234 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4115044,29.7096987
1281,2023 SOUTHGATE BLVD,HOUSTON,77030,"2023 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.40514270000001,29.70912329999999
1282,2509 DORRINGTON BLVD E,HOUSTON,77030,"2509 DORRINGTON BLVD E, HOUSTON, TX 77030",-95.4173144,29.7051305
1283,2212 SHAKESPEARE ST,HOUSTON,77030,"2212 SHAKESPEARE ST, HOUSTON, TX 77030",-95.41042019999999,29.7140513
1284,2322 WORDSWORTH ST,HOUSTON,77030,"2322 WORDSWORTH ST, HOUSTON, TX 77030",-95.413786,29.708937
1285,2103 SWIFT BLVD,HOUSTON,77030,"2103 SWIFT BLVD, HOUSTON, TX 77030",-95.407495,29.7116667
1286,2502 SHERIDAN ST,HOUSTON,77030,"2502 SHERIDAN ST, HOUSTON, TX 77030",-95.4169666,29.7072877
1287,7312 MAIN ST,HOUSTON,77030,"7312 MAIN ST, HOUSTON, TX 77030",-95.40890639999999,29.7020671
1288,7111 STAFFORDSHIRE ST,HOUSTON,77030,"7111 STAFFORDSHIRE ST, HOUSTON, TX 77030",-95.3934848,29.7023337
1289,2502 MCCLENDON ST,HOUSTON,77030,"2502 MCCLENDON ST, HOUSTON, TX 77030",-95.4168438,29.70810479999999
1290,2324 DORRINGTON ST,HOUSTON,77030,"2324 DORRINGTON ST, HOUSTON, TX 77030",-95.413816,29.7055214
1291,2520 SWIFT BLVD,HOUSTON,77030,"2520 SWIFT BLVD, HOUSTON, TX 77030",-95.41741669999999,29.7127733
1292,2001 HOLCOMBE BLVD 2306,HOUSTON,77030,"2001 HOLCOMBE BLVD 2306, HOUSTON, TX 77030",-95.3886938,29.7069549
1293,2118 SWIFT BLVD,HOUSTON,77030,"2118 SWIFT BLVD, HOUSTON, TX 77030",-95.40788359999999,29.71230499999999
1294,2510 SWIFT BLVD,HOUSTON,77030,"2510 SWIFT BLVD, HOUSTON, TX 77030",-95.4170075,29.7128352
1295,2211 SHERIDAN ST,HOUSTON,77030,"2211 SHERIDAN ST, HOUSTON, TX 77030",-95.409786,29.7067911
1296,2320 GRAMERCY ST,HOUSTON,77030,"2320 GRAMERCY ST, HOUSTON, TX 77030",-95.41357049999999,29.7047193
1297,2001 HOLCOMBE BLVD 2201,HOUSTON,77030,"2001 HOLCOMBE BLVD 2201, HOUSTON, TX 77030",-95.3886938,29.7069549
1298,2001 HOLCOMBE BLVD 2901,HOUSTON,77030,"2001 HOLCOMBE BLVD 2901, HOUSTON, TX 77030",-95.3881475,29.707175
1299,2001 HOLCOMBE BLVD 2401,HOUSTON,77030,"2001 HOLCOMBE BLVD 2401, HOUSTON, TX 77030",-95.3886938,29.7069549
1300,2001 HOLCOMBE BLVD 3001,HOUSTON,77030,"2001 HOLCOMBE BLVD 3001, HOUSTON, TX 77030",-95.3881475,29.707175
1301,2001 HOLCOMBE BLVD 3101,HOUSTON,77030,"2001 HOLCOMBE BLVD 3101, HOUSTON, TX 77030",-95.3881475,29.707175
1302,2001 HOLCOMBE BLVD 2801,HOUSTON,77030,"2001 HOLCOMBE BLVD 2801, HOUSTON, TX 77030",-95.3886938,29.7069549
1303,2001 HOLCOMBE BLVD 3701,HOUSTON,77030,"2001 HOLCOMBE BLVD 3701, HOUSTON, TX 77030",-95.3881475,29.707175
1304,2001 HOLCOMBE BLVD 3601,HOUSTON,77030,"2001 HOLCOMBE BLVD 3601, HOUSTON, TX 77030",-95.3881475,29.707175
1305,2001 HOLCOMBE BLVD 3501,HOUSTON,77030,"2001 HOLCOMBE BLVD 3501, HOUSTON, TX 77030",-95.3886938,29.7069549
1306,2001 HOLCOMBE BLVD 3301,HOUSTON,77030,"2001 HOLCOMBE BLVD 3301, HOUSTON, TX 77030",-95.3881475,29.707175
1307,2001 HOLCOMBE BLVD 3201,HOUSTON,77030,"2001 HOLCOMBE BLVD 3201, HOUSTON, TX 77030",-95.3881475,29.707175
1308,2001 HOLCOMBE BLVD 2601,HOUSTON,77030,"2001 HOLCOMBE BLVD 2601, HOUSTON, TX 77030",-95.3886938,29.7069549
1309,2001 HOLCOMBE BLVD 2701,HOUSTON,77030,"2001 HOLCOMBE BLVD 2701, HOUSTON, TX 77030",-95.3881475,29.707175
1310,2054 SOUTHGATE BLVD,HOUSTON,77030,"2054 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4066972,29.7096465
1311,2131 ADDISON RD,HOUSTON,77030,"2131 ADDISON RD, HOUSTON, TX 77030",-95.4087019,29.7112791
1312,2122 MCCLENDON ST,HOUSTON,77030,"2122 MCCLENDON ST, HOUSTON, TX 77030",-95.4086609,29.70870919999999
1313,2035 MCCLENDON ST,HOUSTON,77030,"2035 MCCLENDON ST, HOUSTON, TX 77030",-95.4065745,29.708298
1314,2235 MCCLENDON ST,HOUSTON,77030,"2235 MCCLENDON ST, HOUSTON, TX 77030",-95.4115862,29.7078907
1315,2323 DORRINGTON ST,HOUSTON,77030,"2323 DORRINGTON ST, HOUSTON, TX 77030",-95.4137137,29.7050969
1316,2338 ADDISON RD,HOUSTON,77030,"2338 ADDISON RD, HOUSTON, TX 77030",-95.4143479,29.7119963
1317,1972 WOODBURY ST,HOUSTON,77030,"1972 WOODBURY ST, HOUSTON, TX 77030",-95.39128219999999,29.7042048
1318,2538 ADDISON RD,HOUSTON,77030,"2538 ADDISON RD, HOUSTON, TX 77030",-95.4181327,29.7119546
1319,2133 SWIFT BLVD,HOUSTON,77030,"2133 SWIFT BLVD, HOUSTON, TX 77030",-95.4086609,29.7120929
1320,2301 ADDISON RD,HOUSTON,77030,"2301 ADDISON RD, HOUSTON, TX 77030",-95.412875,29.7116053
1321,2107 MACARTHUR ST,HOUSTON,77030,"2107 MACARTHUR ST, HOUSTON, TX 77030",-95.4079041,29.7075896
1322,2502 GRAMERCY ST,HOUSTON,77030,"2502 GRAMERCY ST, HOUSTON, TX 77030",-95.416496,29.7046225
1323,2302 BELLEFONTAINE ST,HOUSTON,77030,"2302 BELLEFONTAINE ST, HOUSTON, TX 77030",-95.41264989999999,29.7041478
1324,2129 UNIVERSITY BLVD,HOUSTON,77030,"2129 UNIVERSITY BLVD, HOUSTON, TX 77030",-95.4077609,29.713483
1325,2418 SOUTHGATE BLVD,HOUSTON,77030,"2418 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4156981,29.7096855
1326,2507 SHAKESPEARE ST C,HOUSTON,77030,"2507 SHAKESPEARE ST C, HOUSTON, TX 77030",-95.4170649,29.713929
1327,2339 ADDISON RD,HOUSTON,77030,"2339 ADDISON RD, HOUSTON, TX 77030",-95.41430700000001,29.71159189999999
1328,2202 BELLEFONTAINE ST,HOUSTON,77030,"2202 BELLEFONTAINE ST, HOUSTON, TX 77030",-95.4091519,29.7048092
1329,2146 SOUTHGATE BLVD,HOUSTON,77030,"2146 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4094587,29.7096016
1330,2540 GOLDSMITH ST,HOUSTON,77030,"2540 GOLDSMITH ST, HOUSTON, TX 77030",-95.41811229999999,29.7104441
1331,2509 DORRINGTON BLVD D,HOUSTON,77030,"2509 DORRINGTON BLVD D, HOUSTON, TX 77030",-95.4173144,29.7051305
1332,2505 DORRINGTON BLVD D,HOUSTON,77030,"2505 DORRINGTON BLVD D, HOUSTON, TX 77030",-95.41706889999999,29.7051405
1333,2302 GRAMERCY DR,HOUSTON,77030,"2302 GRAMERCY DR, HOUSTON, TX 77030",-95.4127625,29.7048086
1334,2124 GOLDSMITH ST,HOUSTON,77030,"2124 GOLDSMITH ST, HOUSTON, TX 77030",-95.40972459999999,29.7104254
1335,2316 SOUTHGATE BLVD,HOUSTON,77030,"2316 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.413366,29.7096904
1336,2216 BELLEFONTAINE ST,HOUSTON,77030,"2216 BELLEFONTAINE ST, HOUSTON, TX 77030",-95.410502,29.7047091
1337,2437 DORRINGTON ST,HOUSTON,77030,"2437 DORRINGTON ST, HOUSTON, TX 77030",-95.4166801,29.7050436
1338,2128 ADDISON RD,HOUSTON,77030,"2128 ADDISON RD, HOUSTON, TX 77030",-95.4087019,29.7117754
1339,2433 DORRINGTON BLVD D,HOUSTON,77030,"2433 DORRINGTON BLVD D, HOUSTON, TX 77030",-95.4164756,29.70505189999999
1340,2337 SHERIDAN ST,HOUSTON,77030,"2337 SHERIDAN ST, HOUSTON, TX 77030",-95.4141229,29.7068849
1341,2001 HOLCOMBE BLVD 2101,HOUSTON,77030,"2001 HOLCOMBE BLVD 2101, HOUSTON, TX 77030",-95.3881475,29.707175
1342,1901 CANTERBURY ST,HOUSTON,77030,"1901 CANTERBURY ST, HOUSTON, TX 77030",-95.3931985,29.7030221
1343,2517 WORDSWORTH ST,HOUSTON,77030,"2517 WORDSWORTH ST, HOUSTON, TX 77030",-95.417478,29.7084624
1344,2327 GOLDSMITH ST,HOUSTON,77030,"2327 GOLDSMITH ST, HOUSTON, TX 77030",-95.4138569,29.7100313
1345,2340 GOLDSMITH ST,HOUSTON,77030,"2340 GOLDSMITH ST, HOUSTON, TX 77030",-95.41430700000001,29.7104641
1346,2502 SOUTHGATE BLVD,HOUSTON,77030,"2502 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4168234,29.7096621
1347,2001 HOLCOMBE BLVD 2501,HOUSTON,77030,"2001 HOLCOMBE BLVD 2501, HOUSTON, TX 77030",-95.3881475,29.707175
1348,2534 GOLDSMITH ST,HOUSTON,77030,"2534 GOLDSMITH ST, HOUSTON, TX 77030",-95.4179077,29.7104525
1349,2419 MCCLENDON ST,HOUSTON,77030,"2419 MCCLENDON ST, HOUSTON, TX 77030",-95.415666,29.707607
1350,2419 BLUE BONNET BLVD,HOUSTON,77030,"2419 BLUE BONNET BLVD, HOUSTON, TX 77030",-95.4154526,29.7004466
1351,2433 DORRINGTON BLVD C,HOUSTON,77030,"2433 DORRINGTON BLVD C, HOUSTON, TX 77030",-95.4164756,29.70505189999999
1352,1912 LAUDERDALE ST,HOUSTON,77030,"1912 LAUDERDALE ST, HOUSTON, TX 77030",-95.392089,29.703659
1353,2120 ADDISON RD,HOUSTON,77030,"2120 ADDISON RD, HOUSTON, TX 77030",-95.4082518,29.7116133
1354,2305 DRYDEN RD,HOUSTON,77030,"2305 DRYDEN RD, HOUSTON, TX 77030",-95.4130284,29.7132569
1355,2433 DORRINGTON BLVD B,HOUSTON,77030,"2433 DORRINGTON BLVD B, HOUSTON, TX 77030",-95.4164756,29.70505189999999
1356,2218 SHAKESPEARE ST,HOUSTON,77030,"2218 SHAKESPEARE ST, HOUSTON, TX 77030",-95.41070649999999,29.714175
1357,2437 SOUTHGATE BLVD,HOUSTON,77030,"2437 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.41659829999999,29.7092427
1358,2520 ADDISON RD,HOUSTON,77030,"2520 ADDISON RD, HOUSTON, TX 77030",-95.4173757,29.711963
1359,2227 SHERIDAN ST,HOUSTON,77030,"2227 SHERIDAN ST, HOUSTON, TX 77030",-95.4106043,29.7067577
1360,2001 HOLCOMBE BLVD 1501,HOUSTON,77030,"2001 HOLCOMBE BLVD 1501, HOUSTON, TX 77030",-95.3886938,29.7069549
1361,2001 HOLCOMBE BLVD 1201,HOUSTON,77030,"2001 HOLCOMBE BLVD 1201, HOUSTON, TX 77030",-95.3881475,29.707175
1362,2001 HOLCOMBE BLVD 1301,HOUSTON,77030,"2001 HOLCOMBE BLVD 1301, HOUSTON, TX 77030",-95.3881475,29.707175
1363,2001 HOLCOMBE BLVD 1701,HOUSTON,77030,"2001 HOLCOMBE BLVD 1701, HOUSTON, TX 77030",-95.3881475,29.707175
1364,2001 HOLCOMBE BLVD 2001,HOUSTON,77030,"2001 HOLCOMBE BLVD 2001, HOUSTON, TX 77030",-95.3881475,29.707175
1365,2001 HOLCOMBE BLVD 1601,HOUSTON,77030,"2001 HOLCOMBE BLVD 1601, HOUSTON, TX 77030",-95.3881475,29.707175
1366,2103 SOUTHGATE BLVD,HOUSTON,77030,"2103 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.40765859999999,29.7090433
1367,2529 WORDSWORTH ST,HOUSTON,77030,"2529 WORDSWORTH ST, HOUSTON, TX 77030",-95.41811229999999,29.7084139
1368,2433 SOUTHGATE BLVD,HOUSTON,77030,"2433 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4163937,29.70929619999999
1369,1911 CANTERBURY ST,HOUSTON,77030,"1911 CANTERBURY ST, HOUSTON, TX 77030",-95.392585,29.7028665
1370,2309 SOUTHGATE BLVD,HOUSTON,77030,"2309 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.41316139999999,29.7092927
1371,2530 WORDSWORTH ST,HOUSTON,77030,"2530 WORDSWORTH ST, HOUSTON, TX 77030",-95.41811229999999,29.7089102
1372,2438 MCCLENDON ST,HOUSTON,77030,"2438 MCCLENDON ST, HOUSTON, TX 77030",-95.4164756,29.7081198
1373,2125 MCCLENDON ST,HOUSTON,77030,"2125 MCCLENDON ST, HOUSTON, TX 77030",-95.4087019,29.7083015
1374,2411 GOLDSMITH ST,HOUSTON,77030,"2411 GOLDSMITH ST, HOUSTON, TX 77030",-95.41537079999999,29.7100598
1375,2026 MCCLENDON ST,HOUSTON,77030,"2026 MCCLENDON ST, HOUSTON, TX 77030",-95.40612449999999,29.7087675
1376,2163 UNIVERSITY BLVD,HOUSTON,77030,"2163 UNIVERSITY BLVD, HOUSTON, TX 77030",-95.4089473,29.71393089999999
1377,2530 BELLEFONTAINE ST,HOUSTON,77030,"2530 BELLEFONTAINE ST, HOUSTON, TX 77030",-95.41803039999999,29.7038154
1378,2320 WORDSWORTH ST,HOUSTON,77030,"2320 WORDSWORTH ST, HOUSTON, TX 77030",-95.413691,29.708938
1379,2102 SHERIDAN ST,HOUSTON,77030,"2102 SHERIDAN ST, HOUSTON, TX 77030",-95.40747449999999,29.7072236
1380,2505 GOLDSMITH ST,HOUSTON,77030,"2505 GOLDSMITH ST, HOUSTON, TX 77030",-95.4169256,29.7099963
1381,2050 MACARTHUR ST,HOUSTON,77030,"2050 MACARTHUR ST, HOUSTON, TX 77030",-95.40759729999999,29.7079856
1382,1988 WOODBURY ST,HOUSTON,77030,"1988 WOODBURY ST, HOUSTON, TX 77030",-95.3912761,29.7042087
1383,2210 MACARTHUR ST,HOUSTON,77030,"2210 MACARTHUR ST, HOUSTON, TX 77030",-95.41046109999999,29.7079591
1384,2065 SOUTHGATE BLVD,HOUSTON,77030,"2065 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4069427,29.7090951
1385,2317 DORRINGTON ST,HOUSTON,77030,"2317 DORRINGTON ST, HOUSTON, TX 77030",-95.4134682,29.705107
1386,2106 MCCLENDON ST,HOUSTON,77030,"2106 MCCLENDON ST, HOUSTON, TX 77030",-95.4079245,29.7087392
1387,2325 W HOLCOMBE BLVD,HOUSTON,77030,"2325 W HOLCOMBE BLVD, HOUSTON, TX 77030",-95.4139797,29.7059208
1388,2525 SOUTHGATE BLVD,HOUSTON,77030,"2525 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.41764169999999,29.7092678
1389,1936 WOODBURY ST,HOUSTON,77030,"1936 WOODBURY ST, HOUSTON, TX 77030",-95.39127839999999,29.7042113
1390,1928 WOODBURY ST,HOUSTON,77030,"1928 WOODBURY ST, HOUSTON, TX 77030",-95.391283,29.7042087
1391,2534 SOUTHGATE BLVD,HOUSTON,77030,"2534 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.41798949999999,29.7096371
1392,2526 GRAMERCY ST,HOUSTON,77030,"2526 GRAMERCY ST, HOUSTON, TX 77030",-95.4180509,29.7046493
1393,2434 GOLDSMITH ST,HOUSTON,77030,"2434 GOLDSMITH ST, HOUSTON, TX 77030",-95.4163937,29.7104692
1394,2321 SHERIDAN ST,HOUSTON,77030,"2321 SHERIDAN ST, HOUSTON, TX 77030",-95.41365239999999,29.7068815
1395,2001 HOLCOMBE BLVD UNIT 1902,HOUSTON,77030,"2001 HOLCOMBE BLVD UNIT 1902, HOUSTON, TX 77030",-95.38843759999999,29.7070461
1396,2022 SHERIDAN ST,HOUSTON,77030,"2022 SHERIDAN ST, HOUSTON, TX 77030",-95.4065745,29.707531
1397,2405 WORDSWORTH ST,HOUSTON,77030,"2405 WORDSWORTH ST, HOUSTON, TX 77030",-95.41520709999999,29.7084874
1398,2311 GRAMERCY ST,HOUSTON,77030,"2311 GRAMERCY ST, HOUSTON, TX 77030",-95.4130386,29.7043349
1399,2427 GLEN HAVEN BLVD,HOUSTON,77030,"2427 GLEN HAVEN BLVD, HOUSTON, TX 77030",-95.41606639999999,29.7015044
1400,7414 KELVING ST,HOUSTON,77030,"7414 KELVING ST, HOUSTON, TX 77030",-95.41532989999999,29.7002711
1401,2417 DORRINGTON ST C,HOUSTON,77030,"2417 DORRINGTON ST C, HOUSTON, TX 77030",-95.4156572,29.7050853
1402,2330 SOUTHGATE BLVD,HOUSTON,77030,"2330 SOUTHGATE BLVD, HOUSTON, TX 77030",-95.4140206,29.70970879999999
