,address1,address2,address3,address,long,lat
3010,2601 GRAMERCY BLVD 3101,HOUSTON,77030,"2601 GRAMERCY BLVD 3101, HOUSTON, TX 77030",-95.41924300000001,29.704153
3011,2601 GRAMERCY BLVD 3103,HOUSTON,77030,"2601 GRAMERCY BLVD 3103, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3012,2600 GRAMERCY BLVD 1401,HOUSTON,77030,"2600 GRAMERCY BLVD 1401, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3013,2600 GRAMERCY BLVD 1402,HOUSTON,77030,"2600 GRAMERCY BLVD 1402, HOUSTON, TX 77030",-95.4192375,29.7046459
3014,2600 GRAMERCY BLVD 1403,HOUSTON,77030,"2600 GRAMERCY BLVD 1403, HOUSTON, TX 77030",-95.4192375,29.7046459
3015,2600 GRAMERCY BLVD 3401,HOUSTON,77030,"2600 GRAMERCY BLVD 3401, HOUSTON, TX 77030",-95.4192375,29.7046459
3016,2600 GRAMERCY BLVD 3402,HOUSTON,77030,"2600 GRAMERCY BLVD 3402, HOUSTON, TX 77030",-95.4192375,29.7046459
3017,2600 GRAMERCY BLVD 3403,HOUSTON,77030,"2600 GRAMERCY BLVD 3403, HOUSTON, TX 77030",-95.4192375,29.7046459
3018,2600 GRAMERCY BLVD 2103,HOUSTON,77030,"2600 GRAMERCY BLVD 2103, HOUSTON, TX 77030",-95.4192375,29.7046459
3019,2600 GRAMERCY BLVD 2102,HOUSTON,77030,"2600 GRAMERCY BLVD 2102, HOUSTON, TX 77030",-95.4192375,29.7046459
3020,2601 GRAMERCY BLVD 2102,HOUSTON,77030,"2601 GRAMERCY BLVD 2102, HOUSTON, TX 77030",-95.41924300000001,29.704153
3021,2601 GRAMERCY BLVD 2101,HOUSTON,77030,"2601 GRAMERCY BLVD 2101, HOUSTON, TX 77030",-95.41924300000001,29.704153
3022,2600 GRAMERCY BLVD 2101,HOUSTON,77030,"2600 GRAMERCY BLVD 2101, HOUSTON, TX 77030",-95.4192375,29.7046459
3023,2601 GRAMERCY BLVD 2103,HOUSTON,77030,"2601 GRAMERCY BLVD 2103, HOUSTON, TX 77030",-95.41924300000001,29.704153
3024,2601 GRAMERCY BLVD 2301,HOUSTON,77030,"2601 GRAMERCY BLVD 2301, HOUSTON, TX 77030",-95.41924300000001,29.704153
3025,2601 GRAMERCY BLVD 2302,HOUSTON,77030,"2601 GRAMERCY BLVD 2302, HOUSTON, TX 77030",-95.41924300000001,29.704153
3026,2601 GRAMERCY BLVD 2303,HOUSTON,77030,"2601 GRAMERCY BLVD 2303, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3027,2600 GRAMERCY BLVD 2302,HOUSTON,77030,"2600 GRAMERCY BLVD 2302, HOUSTON, TX 77030",-95.4192375,29.7046459
3028,2600 GRAMERCY BLVD 2203,HOUSTON,77030,"2600 GRAMERCY BLVD 2203, HOUSTON, TX 77030",-95.4192375,29.7046459
3029,2600 GRAMERCY BLVD 2202,HOUSTON,77030,"2600 GRAMERCY BLVD 2202, HOUSTON, TX 77030",-95.4192375,29.7046459
3030,2601 GRAMERCY BLVD 2201,HOUSTON,77030,"2601 GRAMERCY BLVD 2201, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3031,2601 GRAMERCY BLVD 2202,HOUSTON,77030,"2601 GRAMERCY BLVD 2202, HOUSTON, TX 77030",-95.41924300000001,29.704153
3032,2601 GRAMERCY BLVD 2203,HOUSTON,77030,"2601 GRAMERCY BLVD 2203, HOUSTON, TX 77030",-95.41924300000001,29.704153
3033,2600 GRAMERCY BLVD 2303,HOUSTON,77030,"2600 GRAMERCY BLVD 2303, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3034,2600 GRAMERCY BLVD 3203,HOUSTON,77030,"2600 GRAMERCY BLVD 3203, HOUSTON, TX 77030",-95.4192375,29.7046459
3035,2601 GRAMERCY BLVD 1201,HOUSTON,77030,"2601 GRAMERCY BLVD 1201, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3036,2601 GRAMERCY BLVD 3203,HOUSTON,77030,"2601 GRAMERCY BLVD 3203, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3037,2601 GRAMERCY BLVD 1203,HOUSTON,77030,"2601 GRAMERCY BLVD 1203, HOUSTON, TX 77030",-95.41924300000001,29.704153
3038,2601 GRAMERCY BLVD 3301,HOUSTON,77030,"2601 GRAMERCY BLVD 3301, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3039,2601 GRAMERCY BLVD 1202,HOUSTON,77030,"2601 GRAMERCY BLVD 1202, HOUSTON, TX 77030",-95.41924300000001,29.704153
3040,2601 GRAMERCY BLVD 3302,HOUSTON,77030,"2601 GRAMERCY BLVD 3302, HOUSTON, TX 77030",-95.41924300000001,29.704153
3041,2601 GRAMERCY BLVD 3303,HOUSTON,77030,"2601 GRAMERCY BLVD 3303, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3042,2600 GRAMERCY BLVD 1202,HOUSTON,77030,"2600 GRAMERCY BLVD 1202, HOUSTON, TX 77030",-95.4192375,29.7046459
3043,2600 GRAMERCY BLVD 3202,HOUSTON,77030,"2600 GRAMERCY BLVD 3202, HOUSTON, TX 77030",-95.4192375,29.7046459
3044,2601 GRAMERCY BLVD 1303,HOUSTON,77030,"2601 GRAMERCY BLVD 1303, HOUSTON, TX 77030",-95.41924300000001,29.704153
3045,2601 GRAMERCY BLVD 1302,HOUSTON,77030,"2601 GRAMERCY BLVD 1302, HOUSTON, TX 77030",-95.41924300000001,29.704153
3046,2601 GRAMERCY BLVD 1301,HOUSTON,77030,"2601 GRAMERCY BLVD 1301, HOUSTON, TX 77030",-95.41924300000001,29.704153
3047,2601 GRAMERCY BLVD 3202,HOUSTON,77030,"2601 GRAMERCY BLVD 3202, HOUSTON, TX 77030",-95.41924300000001,29.704153
3048,2600 GRAMERCY BLVD 3303,HOUSTON,77030,"2600 GRAMERCY BLVD 3303, HOUSTON, TX 77030",-95.4192375,29.7046459
3049,2600 GRAMERCY BLVD 1301,HOUSTON,77030,"2600 GRAMERCY BLVD 1301, HOUSTON, TX 77030",-95.4192375,29.7046459
3050,2600 GRAMERCY BLVD 1203,HOUSTON,77030,"2600 GRAMERCY BLVD 1203, HOUSTON, TX 77030",-95.4192375,29.7046459
3051,2601 GRAMERCY BLVD 3201,HOUSTON,77030,"2601 GRAMERCY BLVD 3201, HOUSTON, TX 77030",-95.41924300000001,29.704153
3052,2600 GRAMERCY BLVD 1303,HOUSTON,77030,"2600 GRAMERCY BLVD 1303, HOUSTON, TX 77030",-95.4192375,29.7046459
3053,2600 GRAMERCY BLVD 3302,HOUSTON,77030,"2600 GRAMERCY BLVD 3302, HOUSTON, TX 77030",-95.4192375,29.7046459
3054,2600 GRAMERCY BLVD 4101,HOUSTON,77030,"2600 GRAMERCY BLVD 4101, HOUSTON, TX 77030",-95.4192375,29.7046459
3055,2601 GRAMERCY BLVD 4103,HOUSTON,77030,"2601 GRAMERCY BLVD 4103, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3056,2601 GRAMERCY BLVD 4101,HOUSTON,77030,"2601 GRAMERCY BLVD 4101, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3057,2601 GRAMERCY BLVD 4102,HOUSTON,77030,"2601 GRAMERCY BLVD 4102, HOUSTON, TX 77030",-95.41924300000001,29.704153
3058,2600 GRAMERCY BLVD 4102,HOUSTON,77030,"2600 GRAMERCY BLVD 4102, HOUSTON, TX 77030",-95.4192375,29.7046459
3059,2600 GRAMERCY BLVD 4103,HOUSTON,77030,"2600 GRAMERCY BLVD 4103, HOUSTON, TX 77030",-95.4192375,29.7046459
3060,2601 GRAMERCY BLVD 4403,HOUSTON,77030,"2601 GRAMERCY BLVD 4403, HOUSTON, TX 77030",-95.41924300000001,29.704153
3061,2600 GRAMERCY BLVD 4403,HOUSTON,77030,"2600 GRAMERCY BLVD 4403, HOUSTON, TX 77030",-95.4192375,29.7046459
3062,2601 GRAMERCY BLVD 4402,HOUSTON,77030,"2601 GRAMERCY BLVD 4402, HOUSTON, TX 77030",-95.41924300000001,29.704153
3063,2600 GRAMERCY BLVD 4401,HOUSTON,77030,"2600 GRAMERCY BLVD 4401, HOUSTON, TX 77030",-95.4192375,29.7046459
3064,2600 GRAMERCY BLVD 4402,HOUSTON,77030,"2600 GRAMERCY BLVD 4402, HOUSTON, TX 77030",-95.4192375,29.7046459
3065,2601 GRAMERCY BLVD 4401,HOUSTON,77030,"2601 GRAMERCY BLVD 4401, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3066,2600 GRAMERCY BLVD 4302,HOUSTON,77030,"2600 GRAMERCY BLVD 4302, HOUSTON, TX 77030",-95.4192375,29.7046459
3067,2601 GRAMERCY BLVD 4201,HOUSTON,77030,"2601 GRAMERCY BLVD 4201, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3068,2600 GRAMERCY BLVD 4203,HOUSTON,77030,"2600 GRAMERCY BLVD 4203, HOUSTON, TX 77030",-95.4192375,29.7046459
3069,2600 GRAMERCY BLVD 4202,HOUSTON,77030,"2600 GRAMERCY BLVD 4202, HOUSTON, TX 77030",-95.4192375,29.7046459
3070,2601 GRAMERCY BLVD 4202,HOUSTON,77030,"2601 GRAMERCY BLVD 4202, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3071,2601 GRAMERCY BLVD 4203,HOUSTON,77030,"2601 GRAMERCY BLVD 4203, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3072,2601 GRAMERCY BLVD 4301,HOUSTON,77030,"2601 GRAMERCY BLVD 4301, HOUSTON, TX 77030",-95.41924300000001,29.704153
3073,2600 GRAMERCY BLVD 4303,HOUSTON,77030,"2600 GRAMERCY BLVD 4303, HOUSTON, TX 77030",-95.4192375,29.7046459
3074,2601 GRAMERCY BLVD 4302,HOUSTON,77030,"2601 GRAMERCY BLVD 4302, HOUSTON, TX 77030",-95.41924300000001,29.704153
3075,2601 GRAMERCY BLVD 4303,HOUSTON,77030,"2601 GRAMERCY BLVD 4303, HOUSTON, TX 77030",-95.41924300000001,29.704153
3076,2425 UNDERWOOD ST 240,HOUSTON,77030,"2425 UNDERWOOD ST 240, HOUSTON, TX 77030",-95.41543220000001,29.6994323
3077,2425 UNDERWOOD ST 360,HOUSTON,77030,"2425 UNDERWOOD ST 360, HOUSTON, TX 77030",-95.41543220000001,29.6994323
3078,2255 BRAESWOOD PARK DR 176,HOUSTON,77030,"2255 BRAESWOOD PARK DR 176, HOUSTON, TX 77030",-95.4128684,29.6956764
3079,2400 N BRAESWOOD BLVD 136,HOUSTON,77030,"2400 N BRAESWOOD BLVD 136, HOUSTON, TX 77030",-95.4160868,29.6986837
3080,2400 N BRAESWOOD BLVD 118,HOUSTON,77030,"2400 N BRAESWOOD BLVD 118, HOUSTON, TX 77030",-95.4160868,29.6986837
3081,2400 N BRAESWOOD BLVD 116,HOUSTON,77030,"2400 N BRAESWOOD BLVD 116, HOUSTON, TX 77030",-95.4160868,29.6986837
3082,2255 BRAESWOOD PARK DR 252,HOUSTON,77030,"2255 BRAESWOOD PARK DR 252, HOUSTON, TX 77030",-95.4128684,29.6956764
3083,2255 BRAESWOOD PARK DR 149,HOUSTON,77030,"2255 BRAESWOOD PARK DR 149, HOUSTON, TX 77030",-95.4128684,29.6956764
3084,2255 BRAESWOOD PARK DR 105,HOUSTON,77030,"2255 BRAESWOOD PARK DR 105, HOUSTON, TX 77030",-95.4128684,29.6956764
3085,2255 BRAESWOOD PARK DR 106,HOUSTON,77030,"2255 BRAESWOOD PARK DR 106, HOUSTON, TX 77030",-95.4128684,29.6956764
3086,2255 BRAESWOOD PARK DR 107,HOUSTON,77030,"2255 BRAESWOOD PARK DR 107, HOUSTON, TX 77030",-95.4128684,29.6956764
3087,2255 BRAESWOOD PARK DR 257,HOUSTON,77030,"2255 BRAESWOOD PARK DR 257, HOUSTON, TX 77030",-95.4128684,29.6956764
3088,2255 BRAESWOOD PARK DR 150,HOUSTON,77030,"2255 BRAESWOOD PARK DR 150, HOUSTON, TX 77030",-95.4128684,29.6956764
3089,2255 BRAESWOOD PARK DR 151,HOUSTON,77030,"2255 BRAESWOOD PARK DR 151, HOUSTON, TX 77030",-95.4128684,29.6956764
3090,2255 BRAESWOOD PARK DR 157,HOUSTON,77030,"2255 BRAESWOOD PARK DR 157, HOUSTON, TX 77030",-95.4128684,29.6956764
3091,2255 BRAESWOOD PARK DR 159,HOUSTON,77030,"2255 BRAESWOOD PARK DR 159, HOUSTON, TX 77030",-95.4128684,29.6956764
3092,2255 BRAESWOOD PARK DR 319,HOUSTON,77030,"2255 BRAESWOOD PARK DR 319, HOUSTON, TX 77030",-95.4128684,29.6956764
3093,2255 BRAESWOOD PARK DR 313,HOUSTON,77030,"2255 BRAESWOOD PARK DR 313, HOUSTON, TX 77030",-95.4128684,29.6956764
3094,2255 BRAESWOOD PARK DR 268,HOUSTON,77030,"2255 BRAESWOOD PARK DR 268, HOUSTON, TX 77030",-95.4128684,29.6956764
3095,2255 BRAESWOOD PARK DR 267,HOUSTON,77030,"2255 BRAESWOOD PARK DR 267, HOUSTON, TX 77030",-95.412875,29.6956789
3096,2255 BRAESWOOD PARK DR 255,HOUSTON,77030,"2255 BRAESWOOD PARK DR 255, HOUSTON, TX 77030",-95.4128684,29.6956764
3097,2255 BRAESWOOD PARK DR 261,HOUSTON,77030,"2255 BRAESWOOD PARK DR 261, HOUSTON, TX 77030",-95.4128684,29.6956764
3098,2255 BRAESWOOD PARK DR 260,HOUSTON,77030,"2255 BRAESWOOD PARK DR 260, HOUSTON, TX 77030",-95.4128684,29.6956764
3099,2255 BRAESWOOD PARK DR 259,HOUSTON,77030,"2255 BRAESWOOD PARK DR 259, HOUSTON, TX 77030",-95.4128684,29.6956764
3100,2255 BRAESWOOD PARK DR 258,HOUSTON,77030,"2255 BRAESWOOD PARK DR 258, HOUSTON, TX 77030",-95.4128684,29.6956764
3101,2255 BRAESWOOD PARK DR 256,HOUSTON,77030,"2255 BRAESWOOD PARK DR 256, HOUSTON, TX 77030",-95.4128684,29.6956764
3102,2255 BRAESWOOD PARK DR 245,HOUSTON,77030,"2255 BRAESWOOD PARK DR 245, HOUSTON, TX 77030",-95.4128684,29.6956764
3103,2255 BRAESWOOD PARK DR 169,HOUSTON,77030,"2255 BRAESWOOD PARK DR 169, HOUSTON, TX 77030",-95.4128684,29.6956764
3104,2255 BRAESWOOD PARK DR 170,HOUSTON,77030,"2255 BRAESWOOD PARK DR 170, HOUSTON, TX 77030",-95.4128684,29.6956764
3105,2255 BRAESWOOD PARK DR 171,HOUSTON,77030,"2255 BRAESWOOD PARK DR 171, HOUSTON, TX 77030",-95.4128684,29.6956764
3106,2255 BRAESWOOD PARK DR 172,HOUSTON,77030,"2255 BRAESWOOD PARK DR 172, HOUSTON, TX 77030",-95.412875,29.6956789
3107,2255 BRAESWOOD PARK DR 303,HOUSTON,77030,"2255 BRAESWOOD PARK DR 303, HOUSTON, TX 77030",-95.4128684,29.6956764
3108,2255 BRAESWOOD PARK DR 110,HOUSTON,77030,"2255 BRAESWOOD PARK DR 110, HOUSTON, TX 77030",-95.4128684,29.6956764
3109,2255 BRAESWOOD PARK DR 302,HOUSTON,77030,"2255 BRAESWOOD PARK DR 302, HOUSTON, TX 77030",-95.4128684,29.6956764
3110,2255 BRAESWOOD PARK DR 121,HOUSTON,77030,"2255 BRAESWOOD PARK DR 121, HOUSTON, TX 77030",-95.4128684,29.6956764
3111,2255 BRAESWOOD PARK DR 301,HOUSTON,77030,"2255 BRAESWOOD PARK DR 301, HOUSTON, TX 77030",-95.4128684,29.6956764
3112,2255 BRAESWOOD PARK DR 113,HOUSTON,77030,"2255 BRAESWOOD PARK DR 113, HOUSTON, TX 77030",-95.4128684,29.6956764
3113,2255 BRAESWOOD PARK DR 291,HOUSTON,77030,"2255 BRAESWOOD PARK DR 291, HOUSTON, TX 77030",-95.4128684,29.6956764
3114,2255 BRAESWOOD PARK DR 248,HOUSTON,77030,"2255 BRAESWOOD PARK DR 248, HOUSTON, TX 77030",-95.4128684,29.6956764
3115,2255 BRAESWOOD PARK DR 115,HOUSTON,77030,"2255 BRAESWOOD PARK DR 115, HOUSTON, TX 77030",-95.4128684,29.6956764
3116,2255 BRAESWOOD PARK DR 119,HOUSTON,77030,"2255 BRAESWOOD PARK DR 119, HOUSTON, TX 77030",-95.4128684,29.6956764
3117,2255 BRAESWOOD PARK DR 242,HOUSTON,77030,"2255 BRAESWOOD PARK DR 242, HOUSTON, TX 77030",-95.4128684,29.6956764
3118,2255 BRAESWOOD PARK DR 108,HOUSTON,77030,"2255 BRAESWOOD PARK DR 108, HOUSTON, TX 77030",-95.412875,29.6956789
3119,2255 BRAESWOOD PARK DR 177,HOUSTON,77030,"2255 BRAESWOOD PARK DR 177, HOUSTON, TX 77030",-95.4128684,29.6956764
3120,2255 BRAESWOOD PARK DR 178,HOUSTON,77030,"2255 BRAESWOOD PARK DR 178, HOUSTON, TX 77030",-95.412875,29.6956789
3121,2255 BRAESWOOD PARK DR 179,HOUSTON,77030,"2255 BRAESWOOD PARK DR 179, HOUSTON, TX 77030",-95.4128684,29.6956764
3122,2255 BRAESWOOD PARK DR 117,HOUSTON,77030,"2255 BRAESWOOD PARK DR 117, HOUSTON, TX 77030",-95.4128684,29.6956764
3123,2255 BRAESWOOD PARK DR 123,HOUSTON,77030,"2255 BRAESWOOD PARK DR 123, HOUSTON, TX 77030",-95.4128684,29.6956764
3124,2255 BRAESWOOD PARK DR 116,HOUSTON,77030,"2255 BRAESWOOD PARK DR 116, HOUSTON, TX 77030",-95.4128684,29.6956764
3125,2255 BRAESWOOD PARK DR 246,HOUSTON,77030,"2255 BRAESWOOD PARK DR 246, HOUSTON, TX 77030",-95.4128684,29.6956764
3126,2255 BRAESWOOD PARK DR 201,HOUSTON,77030,"2255 BRAESWOOD PARK DR 201, HOUSTON, TX 77030",-95.4128684,29.6956764
3127,2255 BRAESWOOD PARK DR 334,HOUSTON,77030,"2255 BRAESWOOD PARK DR 334, HOUSTON, TX 77030",-95.412875,29.6956789
3128,2255 BRAESWOOD PARK DR 274,HOUSTON,77030,"2255 BRAESWOOD PARK DR 274, HOUSTON, TX 77030",-95.4128684,29.6956764
3129,2255 BRAESWOOD PARK DR 335,HOUSTON,77030,"2255 BRAESWOOD PARK DR 335, HOUSTON, TX 77030",-95.4128684,29.6956764
3130,2255 BRAESWOOD PARK DR 193,HOUSTON,77030,"2255 BRAESWOOD PARK DR 193, HOUSTON, TX 77030",-95.4128684,29.6956764
3131,2255 BRAESWOOD PARK DR 273,HOUSTON,77030,"2255 BRAESWOOD PARK DR 273, HOUSTON, TX 77030",-95.4128684,29.6956764
3132,2255 BRAESWOOD PARK DR 271,HOUSTON,77030,"2255 BRAESWOOD PARK DR 271, HOUSTON, TX 77030",-95.4128684,29.6956764
3133,2255 BRAESWOOD PARK DR 270,HOUSTON,77030,"2255 BRAESWOOD PARK DR 270, HOUSTON, TX 77030",-95.4128684,29.6956764
3134,2255 BRAESWOOD PARK DR 283,HOUSTON,77030,"2255 BRAESWOOD PARK DR 283, HOUSTON, TX 77030",-95.4128684,29.6956764
3135,2255 BRAESWOOD PARK DR 188,HOUSTON,77030,"2255 BRAESWOOD PARK DR 188, HOUSTON, TX 77030",-95.4128684,29.6956764
3136,2255 BRAESWOOD PARK DR 333,HOUSTON,77030,"2255 BRAESWOOD PARK DR 333, HOUSTON, TX 77030",-95.4128684,29.6956764
3137,7447 CAMBRIDGE ST,HOUSTON,77054,"7447 CAMBRIDGE ST, HOUSTON, TX 77054",-95.3906422,29.6967415
3138,2600 GRAMERCY BLVD 4407,HOUSTON,77030,"2600 GRAMERCY BLVD 4407, HOUSTON, TX 77030",-95.4192375,29.7046459
3139,2601 GRAMERCY BLVD 4407,HOUSTON,77030,"2601 GRAMERCY BLVD 4407, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3140,2600 GRAMERCY BLVD 4107,HOUSTON,77030,"2600 GRAMERCY BLVD 4107, HOUSTON, TX 77030",-95.4192375,29.7046459
3141,2601 GRAMERCY BLVD 4107,HOUSTON,77030,"2601 GRAMERCY BLVD 4107, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3142,2415 SHAKESPEARE ST,HOUSTON,77030,"2415 SHAKESPEARE ST, HOUSTON, TX 77030",-95.4156777,29.7139496
3143,7575 KIRBY DR 1105,HOUSTON,77030,"7575 KIRBY DR 1105, HOUSTON, TX 77030",-95.4176008,29.6989377
3144,7575 KIRBY DR 2108,HOUSTON,77030,"7575 KIRBY DR 2108, HOUSTON, TX 77030",-95.4176008,29.6989377
3145,7575 KIRBY DR 2111,HOUSTON,77030,"7575 KIRBY DR 2111, HOUSTON, TX 77030",-95.4176008,29.6989377
3146,7575 KIRBY DR 2122,HOUSTON,77030,"7575 KIRBY DR 2122, HOUSTON, TX 77030",-95.4176008,29.6989377
3147,7575 KIRBY DR 2110,HOUSTON,77030,"7575 KIRBY DR 2110, HOUSTON, TX 77030",-95.4176008,29.6989377
3148,7575 KIRBY DR 1108,HOUSTON,77030,"7575 KIRBY DR 1108, HOUSTON, TX 77030",-95.4176008,29.6989377
3149,7575 KIRBY DR 2116,HOUSTON,77030,"7575 KIRBY DR 2116, HOUSTON, TX 77030",-95.4176008,29.6989377
3150,7575 KIRBY DR 1305,HOUSTON,77030,"7575 KIRBY DR 1305, HOUSTON, TX 77030",-95.4176008,29.6989377
3151,7575 KIRBY DR 2218,HOUSTON,77030,"7575 KIRBY DR 2218, HOUSTON, TX 77030",-95.4176008,29.6989377
3152,7575 KIRBY DR 1206,HOUSTON,77030,"7575 KIRBY DR 1206, HOUSTON, TX 77030",-95.4176008,29.6989377
3153,7575 KIRBY DR 2216,HOUSTON,77030,"7575 KIRBY DR 2216, HOUSTON, TX 77030",-95.4176008,29.6989377
3154,7575 KIRBY DR 1208,HOUSTON,77030,"7575 KIRBY DR 1208, HOUSTON, TX 77030",-95.4176008,29.6989377
3155,7575 KIRBY DR 1209,HOUSTON,77030,"7575 KIRBY DR 1209, HOUSTON, TX 77030",-95.4176008,29.6989377
3156,7575 KIRBY DR 2212,HOUSTON,77030,"7575 KIRBY DR 2212, HOUSTON, TX 77030",-95.4176008,29.6989377
3157,7575 KIRBY DR 1308,HOUSTON,77030,"7575 KIRBY DR 1308, HOUSTON, TX 77030",-95.4176008,29.6989377
3158,7575 KIRBY DR 2211,HOUSTON,77030,"7575 KIRBY DR 2211, HOUSTON, TX 77030",-95.4176008,29.6989377
3159,7575 KIRBY DR 1306,HOUSTON,77030,"7575 KIRBY DR 1306, HOUSTON, TX 77030",-95.4176008,29.6989377
3160,7575 KIRBY DR 2222,HOUSTON,77030,"7575 KIRBY DR 2222, HOUSTON, TX 77030",-95.4176008,29.6989377
3161,7575 KIRBY DR 2310,HOUSTON,77030,"7575 KIRBY DR 2310, HOUSTON, TX 77030",-95.4176008,29.6989377
3162,7575 KIRBY DR 2318,HOUSTON,77030,"7575 KIRBY DR 2318, HOUSTON, TX 77030",-95.4176008,29.6989377
3163,7575 KIRBY DR 2313,HOUSTON,77030,"7575 KIRBY DR 2313, HOUSTON, TX 77030",-95.4176008,29.6989377
3164,7575 KIRBY DR 2312,HOUSTON,77030,"7575 KIRBY DR 2312, HOUSTON, TX 77030",-95.4176008,29.6989377
3165,7575 KIRBY DR 2311,HOUSTON,77030,"7575 KIRBY DR 2311, HOUSTON, TX 77030",-95.4176008,29.6989377
3166,7575 KIRBY DR 2322,HOUSTON,77030,"7575 KIRBY DR 2322, HOUSTON, TX 77030",-95.4176008,29.6989377
3167,7575 KIRBY DR 2308,HOUSTON,77030,"7575 KIRBY DR 2308, HOUSTON, TX 77030",-95.4176008,29.6989377
3168,7575 KIRBY DR 1310,HOUSTON,77030,"7575 KIRBY DR 1310, HOUSTON, TX 77030",-95.4176008,29.6989377
3169,2255 BRAESWOOD PARK DR 288,HOUSTON,77030,"2255 BRAESWOOD PARK DR 288, HOUSTON, TX 77030",-95.412875,29.6956789
3170,2255 BRAESWOOD PARK DR 156,HOUSTON,77030,"2255 BRAESWOOD PARK DR 156, HOUSTON, TX 77030",-95.4128684,29.6956764
3171,2255 BRAESWOOD PARK DR 251,HOUSTON,77030,"2255 BRAESWOOD PARK DR 251, HOUSTON, TX 77030",-95.4128684,29.6956764
3172,7637 CAMBRIDGE ST 7637,HOUSTON,77054,"7637 CAMBRIDGE ST 7637, HOUSTON, TX 77054",-95.39126999999999,29.693384
3173,2425 HOLLY HALL ST 118,HOUSTON,77054,"2425 HOLLY HALL ST 118, HOUSTON, TX 77054",-95.3936688,29.6859698
3174,2255 BRAESWOOD PARK DR 237,HOUSTON,77030,"2255 BRAESWOOD PARK DR 237, HOUSTON, TX 77030",-95.4128684,29.6956764
3175,2255 BRAESWOOD PARK DR 253,HOUSTON,77030,"2255 BRAESWOOD PARK DR 253, HOUSTON, TX 77030",-95.4128684,29.6956764
3176,2601 GRAMERCY BLVD 1207,HOUSTON,77030,"2601 GRAMERCY BLVD 1207, HOUSTON, TX 77030",-95.41924300000001,29.704153
3177,2601 GRAMERCY BLVD 3207,HOUSTON,77030,"2601 GRAMERCY BLVD 3207, HOUSTON, TX 77030",-95.41916020000001,29.7041619
3178,2601 GRAMERCY BLVD 1307,HOUSTON,77030,"2601 GRAMERCY BLVD 1307, HOUSTON, TX 77030",-95.41924300000001,29.704153
3179,2601 GRAMERCY BLVD 3307,HOUSTON,77030,"2601 GRAMERCY BLVD 3307, HOUSTON, TX 77030",-95.41924300000001,29.704153
3180,2600 GRAMERCY BLVD 2307,HOUSTON,77030,"2600 GRAMERCY BLVD 2307, HOUSTON, TX 77030",-95.4192375,29.7046459
3181,2600 GRAMERCY BLVD 2207,HOUSTON,77030,"2600 GRAMERCY BLVD 2207, HOUSTON, TX 77030",-95.4192375,29.7046459
3182,2601 GRAMERCY BLVD 2207,HOUSTON,77030,"2601 GRAMERCY BLVD 2207, HOUSTON, TX 77030",-95.41924300000001,29.704153
3183,2600 GRAMERCY BLVD 1307,HOUSTON,77030,"2600 GRAMERCY BLVD 1307, HOUSTON, TX 77030",-95.4192375,29.7046459
3184,2600 GRAMERCY BLVD 1207,HOUSTON,77030,"2600 GRAMERCY BLVD 1207, HOUSTON, TX 77030",-95.4192375,29.7046459
3185,2600 GRAMERCY BLVD 3207,HOUSTON,77030,"2600 GRAMERCY BLVD 3207, HOUSTON, TX 77030",-95.4192375,29.7046459
3186,2600 GRAMERCY BLVD 3307,HOUSTON,77030,"2600 GRAMERCY BLVD 3307, HOUSTON, TX 77030",-95.4192375,29.7046459
3187,2601 GRAMERCY BLVD 2307,HOUSTON,77030,"2601 GRAMERCY BLVD 2307, HOUSTON, TX 77030",-95.41924300000001,29.704153
3188,7907 KNIGHT RD,HOUSTON,77054,"7907 KNIGHT RD, HOUSTON, TX 77054",-95.39977359999999,29.6892751
3189,7921 KNIGHT RD,HOUSTON,77054,"7921 KNIGHT RD, HOUSTON, TX 77054",-95.3993441,29.6891572
3190,7923 KNIGHT RD,HOUSTON,77054,"7923 KNIGHT RD, HOUSTON, TX 77054",-95.3993436,29.6892129
3191,7921 EL PASEO ST,HOUSTON,77054,"7921 EL PASEO ST, HOUSTON, TX 77054",-95.39928929999999,29.6891851
3192,7949 KNIGHT RD,HOUSTON,77054,"7949 KNIGHT RD, HOUSTON, TX 77054",-95.3989964,29.6893292
3193,7915 KNIGHT RD,HOUSTON,77054,"7915 KNIGHT RD, HOUSTON, TX 77054",-95.39977359999999,29.6894781
3194,3122 HOLLY HALL ST 3122,HOUSTON,77054,"3122 HOLLY HALL ST 3122, HOUSTON, TX 77054",-95.38227409999999,29.6860595
